ID,medv
3,30.599594052276654
6,25.100459076053383
8,18.158993285760605
9,9.303476463337589
10,17.689729148703016
18,16.651820924942484
20,18.518821285635237
25,15.237934776774253
26,12.77539026027845
27,15.094800425371634
29,19.32857545241857
30,20.760396702935545
33,7.256504073899293
34,13.675262001611063
36,23.769684759160192
37,22.161243189519343
38,23.236981233251356
42,28.240204875959325
49,6.951921578451348
53,27.572127257248113
60,20.945918144799002
63,23.88416113015276
70,20.517307878470938
72,21.718631580230863
79,20.926500208333344
80,22.504872354729265
83,26.03767504437007
92,27.137015457615636
93,29.185998228513604
96,28.34345301177261
98,35.62031212900388
99,35.20970595627163
100,32.03584104602022
105,21.363282305074392
106,18.158744594348576
111,20.689680257559722
113,20.216398872367748
114,20.067335661919316
116,19.808628450950074
126,22.809528713472638
130,14.24251310743632
131,20.555144198495732
133,20.6791875913715
136,17.473777582281095
141,13.275689767999307
144,11.76625287377971
145,8.0953666471015
147,15.518474057284728
152,18.62611877538388
153,21.69568429790012
156,20.962293137090953
158,33.66835399309392
163,42.310093061204164
169,26.239203344805205
185,21.98840174798367
186,24.156770685030793
189,32.20837755572538
196,40.51664053400097
197,35.355195119847394
199,33.70726511422839
200,29.78892508909889
203,36.76125057104492
208,17.133132123981373
210,16.93836756721597
211,22.75823379658599
213,23.421712257911885
216,24.619864530016798
218,28.27753005610996
219,25.346882755986748
220,30.626954404784655
221,34.031646945111284
229,35.91316055919267
232,33.321245489962365
238,32.829121319623255
239,28.242746875860398
240,28.048332667287966
242,22.896230317535874
246,12.23608244073813
248,19.215882223246552
253,25.08367276302444
255,23.316907869932464
256,20.920758714278904
257,37.29793119276318
258,43.184896056902296
259,36.131900808992896
260,34.737020308623954
268,40.46392133116577
270,26.354459254141616
271,21.973801906009278
276,34.078300894383396
277,36.65310806734595
278,36.15884363144891
279,30.396026071538227
281,38.46115856120438
288,26.691092463317887
290,26.354941306029012
292,34.72377855306276
295,24.113820649424444
296,28.45490920900264
299,28.551996395397516
300,31.399343680284062
301,30.012706918624176
308,32.642731069990006
314,25.663866627409057
315,25.444796589660506
320,21.176328650817855
322,25.08173409235024
323,23.052498775071612
324,19.195530323489002
327,24.027879652279903
330,23.95933163482792
332,19.29496816355401
333,22.935076716526932
336,20.81309351331396
338,19.18061763155564
346,15.87728325177822
347,13.890908225610247
351,20.068447597008408
352,19.925496714629908
354,24.831850339336086
355,14.085510691495536
356,16.532089147319855
362,19.86883579950586
364,22.317761799444682
365,40.0540911848284
370,35.36830525340505
376,27.076617073007057
379,17.094811311693316
380,17.898729008183054
381,19.744715236955606
382,19.47196800233234
386,8.495188429769573
389,6.701479353070255
391,18.08096582188528
394,21.335203163441918
396,21.223911268788594
398,17.024790519571425
400,10.932223598039464
403,18.953850339510854
405,9.315538948527283
406,12.006423558873912
407,9.19130335097805
410,20.1907309384081
411,17.961931045152824
412,16.832165604175692
413,0.9272752505200614
417,12.871060002289042
421,20.674369175263045
422,18.96491456480592
423,19.53463424573423
424,12.52530694016637
427,16.697773031240928
431,18.12860479578685
436,13.369566759030896
437,14.933235437820215
439,4.193313804378992
447,18.33128712895767
450,17.720433896814516
451,16.40325548908409
455,15.215037191421068
457,12.397221245903243
471,20.68477481090599
474,26.56934601359916
476,15.928474277012938
483,29.737253055800366
486,23.214957354702296
490,7.741832277215785
495,20.754071708503613
496,16.76329401897442
497,13.415179318585043
499,21.3614459822226
501,20.341302321087582
505,26.675487807542076
